,Property_Name,Property Title,Price,Location,Total_Area(SQFT),Price_per_SQFT,Description,Total_Rooms,Balcony,city,property_type,BHK
3241,"Nakhate Vasti, Rahatani,Pune","6 BHK Independent House for sale in Rahatani, Pune",50000000.0,"Nakhate Vasti, Rahatani,Pune",3600,13890.0,"Looking for a good 6 BHK Independent House in Rahatani, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 5.0 Cr. This modern unit has a built-up area of 3600 Square feet. It is very close to some of city's best hospitals, such as, Aditya Birla Memorial Hospital, Lotus Multi-speciality Hospital, and Healing Touch Hospital. Established schools, such as SNBP International School, Serra International Pre-School - Pimpri, and Tambe Highschool are also close-by",6,Yes,Pune,House,6
3242,"Dhanori, Pune","4 BHK Independent House for sale in Dhanori, Pune",14000000.0,"Dhanori, Pune",2700,5180.0,"A 4 BHK Independent House for sale in Dhanori, Pune. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Dhanori's most desired properties. Contact now for more information. The price of this Independent House is Rs 1.4 Cr. Maintenance charges come to Rs 0. Each unit has a built-up area of 2700 Square feet. There are 4 bedrooms. This residential property is near Narayan Rao Genba Moze Vidyalaya, Pragati English Medium School, and Dhaneshwer Prathmik, Madyamik Vidyalay. It is also close to City Nursing Home and Hospital, Dhanwa...",4,Yes,Pune,House,4
3243,"Dobarwadi, Ghorpadi,Pune","4 BHK Independent House for sale in Ghorpadi, Pune",30000000.0,"Dobarwadi, Ghorpadi,Pune",2800,10710.0,"4 BHK Independent House for sale in Ghorpadi, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Ghorpadi which is a promising investment destination in Pune. This might be your chance to grab the best 4 BHK property for sale in Ghorpadi. This 4 BHK Independent House is available at a reasonable price of Rs 3.0 Cr. The built-up area is 2800 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Jehangir Hospital, Southern Command Hospital, and Inamdar Multispecial...",4,Yes,Pune,House,4
3244,"Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune","3 BHK Flat for sale in Shukrawar Peth, Pune",14700000.0,"Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune",1787,8230.0,"One of the finest property in Shukrawar Peth is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 4. It is a 6 storeyed building. The price of this Apartment is Rs 1.47 Cr. This Apartment is spacious with a built-up area of 1787 Square feet. This property ensures you are a quick distance away from the city's best schools such as Jnana Prabodhini Prashala, Sinhgad Business School Erandwane, and Muktangan English School & Junior College. It is also close to good and reputed hospitals like Apollo Spectra Hospitals, Deenanath Mangeshkar H...",3,Yes,Pune,Flat,3
3245,"Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune","3 BHK Flat for sale in Shukrawar Peth, Pune",14700000.0,"Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune",1787,8230.0,"3 BHK Apartment for sale in Shukrawar Peth, Pune. This 3 BHK unit is available in Shukrawar Peth and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Shukrawar Peth. It is on floor 3. The total number of floors is 6. The price of this Apartment is Rs 1.47 Cr. The built-up area is 1787 Square feet. This property is at a walking distance from Apollo Spectra Hospitals, Deenanath Mangeshkar Hospital and Research Center, and Sancheti Hospital. The city's best sch...",3,Yes,Pune,Flat,3
3246,"Kalas, Pune","3 BHK Independent House for sale in Kalas, Pune",12500000.0,"Kalas, Pune",1200,10420.0,"One of the finest property in Kalas is now available for sale. This is a 3 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 1.25 Cr. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 1200 Square feet. This property ensures you are a quick distance away from the city's best schools such as Trinity School, The Trinity School, and M.G.M. English School. It is also close to good and reputed hospitals like Shri Ganesh General Hospital, Konkar Hospit...",3,Yes,Pune,House,3
3247,"Guru Kripa,Bhimjyot Nagar, Bopodi,Pune","3 BHK Flat for sale in Bopodi, Pune",19000000.0,"Guru Kripa,Bhimjyot Nagar, Bopodi,Pune",1550,12260.0,"Property for sale in Bopodi, Pune. This 3 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 2. The total number of floors in this building is 10. This Apartment's price is Rs 1.9 Cr. This Apartment is a spacious unit, with carpet area of 1200 Square feet and is ideal for families. The built-up area is 1550 Square feet. The property has 3 bedrooms and 3 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Sahyadri Speciality Bopudi, Piles Hospital...",3,Yes,Pune,Flat,3
3248,Lunkad Sky Belvedere,"4 BHK Flat for sale in Sanjay Park, Pune",60000000.0,"Mhada Colony, Sanjay Park,Pune",4216,14230.0,"One of the finest property in Sanjay Park is now available for sale. This is a 4 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 4 storeyed building. The price of this Apartment is Rs 6.0 Cr. This Apartment is spacious with a built-up area of 4216 Square feet. There are 4 bedrooms and 4 bathroom. This property ensures you are a quick distance away from the city's best schools such as Kendriya Vidyalaya No. 2 AFS, Kendiya Vidyalaya 2, and Pune International School. It is also close to good and reputed hospitals like Sahyadri Super Speciality Hospital Nagar R...",5,Yes,Pune,Flat,4
3249,"Salunkhe Vihar, Kondhwa,Pune","3 BHK Independent House for sale in Kondhwa, Pune",27500000.0,"Salunkhe Vihar, Kondhwa,Pune",4500,6110.0,"4 one bhk and 1 3 bhk and a guest house semi-Furnished, ground floor (Of 3), at salunke vihar location pune prime location recieving rent and good for investment and stay
Selling due as i need to move out More About This Property Looking for a 3 BHK Independent House for sale in Pune? Your search ends here. Buy this 3 BHK property in Pune's finest location, Kondhwa. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 2.75 Cr. Maintenance charges in this property is Rs 1000. The built up area of this property is 45...",5,Yes,Pune,House,3
3250,"Manik Baug, Anand Nagar,Pune","2 BHK Independent House for sale in Anand Nagar, Pune",10700000.0,"Manik Baug, Anand Nagar,Pune",1429,7500.0,"Property for sale in Anand Nagar, Pune. This 2 BHK Independent House is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.21 Cr. This Independent House is a spacious unit, with carpet area of 1300 Square feet and is ideal for families. The built-up area is 1429 Square feet. The property has 2 bedrooms and 2 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Smt. Kashibai Navale Medical College and General Hospital, Mankar Hospita...",3,No,Pune,House,2
3251,"Rk imperial,Datta Nager, Ambegaon Budruk,Pune","3 BHK Independent House for sale in Ambegaon Budruk, Pune",12000000.0,"Rk imperial,Datta Nager, Ambegaon Budruk,Pune",1230,9760.0,"A 3 BHK Independent House for sale in Ambegaon Budruk, Pune. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Ambegaon Budruk's most desired properties. Contact now for more information. The price of this Independent House is Rs 1.2 Cr. Maintenance charges come to Rs 1000. Each unit has a built-up area of 1230 Square feet. The carpet area is 650 Square feet. There are 3 bedrooms. There is provision for 4 bathroom. This residential property is near Sinhgad Spring Dale School, Podar International School, and Sinhgad Spring Da...",3,Yes,Pune,House,3
3252,"Nyati County, Mohammed Wadi,Pune","4 BHK Independent House for sale in Mohammed Wadi, Pune",22500000.0,"Nyati County, Mohammed Wadi,Pune",3200,7030.0,"4 BHK Independent House for sale in Pune. This property is in Undri, which is a coveted investment location. This tastefully designed 4 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 4 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 1.99 Cr. Monthly maintenance charges come to Rs 2000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 3200 Square feet. The carpet area is 3100 Square feet. This is a West facing property. It has 4 bathr...",6,Yes,Pune,House,4
3253,"Tirth maya aangan ,Rasta Peth, Pune","2 BHK Flat for sale in Rasta Peth, Pune",12000000.0,"Tirth maya aangan ,Rasta Peth, Pune",800,15000.0,"One of the finest property in Rasta Peth is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 5 storeyed building. The price of this Apartment is Rs 1.2 Cr. Other charges when you move into this property include maintenance, which is Rs 1500. This Apartment is spacious with a built-up area of 800 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as The Bishops School, Jnana Prabodhini Prashala, and Rosary School & Junior College. It is als...",3,No,Pune,Flat,2
3254,"Sus, Pune","3 BHK Independent House for sale in Sus, Pune",24000000.0,"Sus, Pune",1700,14120.0,"Looking for a 3 BHK Independent House for sale in Pune? Your search ends here. Buy this 3 BHK property in Pune's finest location, Sus. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 2.4 Cr. Maintenance charges in this property is Rs 0. The built up area of this property is 1700 Square feet. There are a number of reputed schools in the vicinity such as Vibgyor High International School, TREE HOUSE HIGH SCHOOL, and little millennium. Medical facility is also close at hand with names like Prime Multi specialty, ...",3,Yes,Pune,House,3
3255,"Chintamani Complex Apartments,Shaniwar Peth, Pune","2 BHK Flat for sale in Shaniwar Peth, Pune",15000000.0,"Chintamani Complex Apartments,Shaniwar Peth, Pune",880,17050.0,"This property is 2BHK flat with 2 terraces,  out of which 1 terrace is adjacent to Ramanbaug School ground. Flat is on stilted first floor. Property is located on the road connecting Narayan Peth Police Chowky to Omkareshwar Mandir. ( Chandrashekhar Agashe Path) .    Nearby landmark is Mutheshwar mandal or Vartak Garden.  More About This Property 2 BHK Apartment for sale in Shainwar Peth, Pune. This 2 BHK unit is available in Shainwar Peth and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a des...",3,Yes,Pune,Flat,2
3256,"Erande Nayan ,Chandan Nagar, Pune","3 BHK Flat for sale in Chandan Nagar, Pune",12000000.0,"Erande Nayan ,Chandan Nagar, Pune",1800,6670.0,"Looking for a 3 BHK Apartment for sale in Pune? Your search ends here. Buy this 3 BHK property in Pune's finest location, Chandan nagar. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 3 floors. This Apartment is available at a reasonable price of Rs 1.2 Cr. Maintenance charges in this property is Rs 0. The built up area of this property is 1800 Square feet. There are a number of reputed schools in the vicinity such as New Wisdom International School, Air Force School, and Kendriya Vidyalaya No. 3. Medical facility is also close at hand with names l...",3,Yes,Pune,Flat,3
3257,Evolet Tiara,"2 BHK Flat for sale in Kasba Peth, Pune",10000000.0,"Mangalwar Peth, Kasba Peth,Pune",1164,8590.0,"2 BHK Apartment for sale in Pune. This property is in Kasba Peth, which is a coveted investment location. This tastefully designed 2 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 2. The total number of floors in this Apartment is 9. The price of the Apartment is Rs 1.0 Cr. Monthly maintenance charges come to Rs 1000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1164 Square feet. It has ...",3,No,Pune,Flat,2
